id,variant_id,product_name,product_type,product_code,sku,category,brand,price,cost_price,base_unit,unit_quantity,tax_rate (%),product_description,variant_name,variant_sku,variant_product_code,variant_cost_price,variant_price,variant_qty,variant_status
395,271,Red Cap Sleeve Blouse - S,variable,1546977503,VCIBL008-S,Blouse,George,3890,2500,pcs,10,0,,S,VCIBL008-S,9724050910,2500,3890,2,1
396,272,Floral Bliss V neck Tee - XL,variable,7805546515,VCITS012-XS,T Shirt,MEDICINE,4690,3200,pcs,10,0,ARUN,XL,VCITS012-XS,6547877765,3200,4690,6,1
396,273,Floral Bliss V neck Tee - L,variable,7805546515,VCITS012-L,T Shirt,MEDICINE,4690,3200,pcs,10,0,ARUN,L,VCITS012-L,9399453420,3200,4690,1,1
396,274,Floral Bliss V neck Tee - M,variable,7805546515,VCITS012-M,T Shirt,MEDICINE,4690,3200,pcs,10,0,ARUN,M,VCITS012-M,1783573904,3200,4690,1,1
396,275,Floral Bliss V neck Tee - S,variable,7805546515,VCITS012-S,T Shirt,MEDICINE,4690,3200,pcs,10,0,ARUN,S,VCITS012-S,9985196831,3200,4690,2,1
397,,Ocean Breeze V Neck Tee *,single,0599796649,VCITS013,T Shirt,Weekend,3190,2200,pcs,8,0,"ARUN

1 pec damage **",,,,,,,
398,,Daisy Trim Blouse #,single,6044541296,VCIBL009,white blouse,harbour 9,4790,3200,pcs,5,0,ARUN,,,,,,,
399,,Rainbow Heats Tee,single,6706489905,VCITS014,T Shirt,Weekend,3190,2200,pcs,10,0,,,,,,,,
400,285,Nova Blouse - White / L,variable,1879275811,VCIBL011-WHI-L,Blouse,doll up,3690,2500,pcs,10,0,,White / L,VCIBL011-WHI-L,3526746905,2500,3690,1,1
400,286,Nova Blouse - White / M,variable,1879275811,VCIBL011-WHI-M,Blouse,doll up,3690,2500,pcs,10,0,,White / M,VCIBL011-WHI-M,1794395155,2500,3690,1,1
400,287,Nova Blouse - Black / XXL,variable,1879275811,VCIBL011-BLA-XXL,Blouse,doll up,3690,2500,pcs,10,0,,Black / XXL,VCIBL011-BLA-XXL,9549213128,2500,3690,2,1
400,288,Nova Blouse - Black / XL,variable,1879275811,VCIBL011-BLA-XL,Blouse,doll up,3690,2500,pcs,10,0,,Black / XL,VCIBL011-BLA-XL,7336677086,2500,3690,3,1
400,289,Nova Blouse - Black / L,variable,1879275811,VCIBL011-BLA-L,Blouse,doll up,3690,2500,pcs,10,0,,Black / L,VCIBL011-BLA-L,4479717772,2500,3690,1,1
400,290,Nova Blouse - Black / M,variable,1879275811,VCIBL011-BLA-M,Blouse,doll up,3690,2500,pcs,10,0,,Black / M,VCIBL011-BLA-M,8192644652,2500,3690,1,1
401,,Anchor & Waves Casual Tee,single,6742297698,VCITS015,T Shirt,Weekend,3190,2200,pcs,10,0,ARUN,,,,,,,
402,,Blue Dot Shorts,single,7841611682,VCISH001,Short,VANHEUSEN,1790,1000,pcs,10,0,ARUN,,,,,,,
403,,Leopard Shorts,single,2245898493,VCISH002,Short,Vyla,2190,1500,pcs,10,0,,,,,,,,
404,298,Striped Split Neck Blouse - M,variable,5093983888,VCIBL012-M,Blouse,Blue Seven,3890,2500,pcs,5,0,,M,VCIBL012-M,6159539835,2700,3890,4,1
405,299,Minty Dot Top - XL / Black,variable,2371550028,VCIBL013-XL-BLA,Blouse,George,2990,2000,pcs,20,0,Black - m and white - L 2 pec damage .,XL / Black,VCIBL013-XL-BLA,9192144312,2000,2990,2,1
405,300,Minty Dot Top - L / White,variable,2371550028,VCIBL013-L-GRE,Blouse,George,2990,2000,pcs,20,0,Black - m and white - L 2 pec damage .,L / White,VCIBL013-L-GRE,6842677775,2000,2990,3,1
405,301,Minty Dot Top - L / Black,variable,2371550028,VCIBL013-L-BLA,Blouse,George,2990,2000,pcs,20,0,Black - m and white - L 2 pec damage .,L / Black,VCIBL013-L-BLA,1088558970,2000,2990,4,1
405,302,Minty Dot Top - M / White,variable,2371550028,VCIBL013-M-GRE,Blouse,George,2990,2000,pcs,20,0,Black - m and white - L 2 pec damage .,M / White,VCIBL013-M-GRE,5089435651,2000,2990,4,1
405,303,Minty Dot Top - M / Black,variable,2371550028,VCIBL013-M-BLA,Blouse,George,2990,2000,pcs,20,0,Black - m and white - L 2 pec damage .,M / Black,VCIBL013-M-BLA,9012288425,2000,2990,2,1
405,304,Minty Dot Top - S / White,variable,2371550028,VCIBL013-S-GRE,Blouse,George,2990,2000,pcs,20,0,Black - m and white - L 2 pec damage .,S / White,VCIBL013-S-GRE,7599255112,2000,2990,3,1
405,305,Minty Dot Top - S / Black,variable,2371550028,VCIBL013-S-BLA,Blouse,George,2990,2000,pcs,20,0,Black - m and white - L 2 pec damage .,S / Black,VCIBL013-S-BLA,8972533711,2000,2990,2,1
406,,Mystic Habitat T Shirt,single,8451876906,VCITS016,T Shirt,MEDICINE,3290,2200,pcs,7,0,,,,,,,,
407,,Flora & Butterfly Nymph Tee,single,3185012879,VCITS017,T Shirt,MEDICINE,3790,2500,pcs,10,0,ARUN,,,,,,,
408,,Vintage Codex Oversized Tee,single,0964403189,VCITS018,T Shirt,MEDICINE,3290,2200,pcs,0,0,ARUN,,,,,,,
409,,Reb Graphic Tee,single,0395605077,VCITS019,T Shirt,HOUSE,3790,2500,pcs,-1,0,ARUN,,,,,,,
410,315,Print Nyra Cut Ghera Kurthi - XL,variable,3917832404,VSIK01-XL,Indian Kurthi,Mangalam Fashion,4300,4300,pcs,12,0,Mangalam Fashion,XL,VSIK01-XL,3786214887,4300,4300,12,1
411,,Two Tone Print Chipti  Ghera Kurthi,single,6925730578,VSIK02,Indian Kurthi,Vyla,3990,3200,pcs,4,0,CHANDRU BANIAN,,,,,,,
412,,Heavy Slef Work Kurthi,single,4096367559,VSIK03,Indian Kurthi,Vyla,5990,5100,pcs,7,0,CHANDRU BANIAN,,,,,,,
413,,Print Kurthi,single,4478074458,VSIK04,Indian Kurthi,Vyla,4990,4300,pcs,4,0,CHANDRU BANIAN,,,,,,,
414,,A Line Princess Cut With Side Pocket Kurthi,single,3927924648,VSIK05,Indian Kurthi,Vyla,5990,5200,pcs,7,0,,,,,,,,
415,321,Leaf Print Button Down Kurthi - XL,variable,8018988223,VSIK06-XL,Indian Kurthi,Mangalam Fashion,3200,3200,pcs,0,0,CHANDRU BANIAN,XL,VSIK06-XL,7297923588,3200,3200,4,1
416,,Pastel Garden Tunic Kurthi,single,1029895399,VSIK07,Indian Kurthi,Mangalam Fashion,4990,3200,pcs,13,0,CHANDRU BANIAN,,,,,,,
417,,Classic Comfort Pants,single,4961491449,VCIP01,Pants,Vyla,2190,1500,pcs,40,0,,,,,,,,
418,,Flower Straight Kurthi,single,6352412642,VSIK008,Indian Kurthi,Mangalam Fashion,4890,4100,pcs,9,0,CHANDRU BANIAN,,,,,,,
419,,Foil Print Kurthi,single,0707636203,VSIK009,Indian Kurthi,Mangalam Fashion,5990,4400,pcs,16,0,CHANDRU BANIAN,,,,,,,
420,,Floral Elegance Kurthi,single,8840957512,VSIK10,Indian Kurthi,Mangalam Fashion,4290,3500,pcs,7,0,,,,,,,,
421,,Allover Ethnic Print Kurthi,single,5695704957,VSIK011,Indian Kurthi,Mangalam Fashion,7290,6900,pcs,6,0,,,,,,,,
423,,Classic Pajama Set,single,4005944553,VCINW02,Night Wear,Princess,3890,3200,pcs,12,0,CHANDRU BANIAN,,,,,,,
424,,Nighty Slips 90CM,single,5560044938,VCINW03,Night Wear,Deepika,2290,2000,pcs,10,0,CHANDRU BANIAN,,,,,,,
425,,Nighty Slips 95CM,single,9872599580,VCINW04,Night Wear,Deepika,2290,2000,pcs,10,0,CHANDRU BANIAN,,,,,,,
426,,Nighty Slips 100CM,single,4862642722,VCINW05,Night Wear,Deepika,2290,1800,pcs,10,0,CHANDRU BANIAN,,,,,,,
427,,Velune White Blouse #,single,2783050658,VCIBL01,Blouse,BELOVED,3990,3500,pcs,10,0,,,,,,,,
428,,Elite Charm Blouse,single,6263462591,VLIBL02,white blouse,Vyla,4290,3500,pcs,9,0,,,,,,,,
429,,Classic Titty Blouse,single,6697864040,VCIBL02,Blouse,WOMEN,3190,2200,pcs,9,0,,,,,,,,
430,,White Velvet Blouse #,single,6467225682,VCIBL03,white blouse,BELOVED,3990,2500,pcs,10,0,,,,,,,,
431,,Sleeping Beauty Night Wear,single,9248990988,VCINW06,Night Wear,Disney,3890,2500,pcs,13,0,,,,,,,,
432,,Sweet Dream NightWear,single,4713748477,VCINW07,Night Wear,Infiore,3890,2500,pcs,34,0,,,,,,,,
433,,Buttercup Teddy Set,single,4110976623,VCINW007,Night Wear,Infiore,4890,3500,pcs,8,0,,,,,,,,
434,,Black V Neck T Shirt,single,1195777892,VCITS01,T Shirt,KHOKO,3690,2000,pcs,8,0,ARUN,,,,,,,
435,,Green Floral Crop Top *,single,6904773520,VCICT01,Crop Top,Livesmart,2690,2000,pcs,10,0,"ARUN
damage 1 pec *
",,,,,,,
436,,Flower Paris Crop Top,single,8535402454,VCICR02,Crop Top,Divided,2790,1800,pcs,10,0,ARUN,,,,,,,
437,,Arm Cut Top #,single,1283298895,VCIT01,Top,BELOVED,4890,3500,pcs,20,0,ARUN,,,,,,,
438,,Box Neck Print Blouse,single,6863447020,VCIBL04,Blouse,Blush,4190,3200,pcs,10,0,,,,,,,,
439,,Soft Elan T Shirt,single,8772056285,VCITS02,T Shirt,BELOVED,4190,3200,pcs,10,0,ARUN,,,,,,,
440,,Sleeveless Lace Top ##,single,6559113024,VCIBL010,white blouse,BELOVED,4990,3900,pcs,10,0,,,,,,,,
441,,Casual Striped Midi Skirt,single,9331284387,VCISK002,Skirt,Weekend,4590,3900,pcs,16,0,ARUN,,,,,,,
442,,"Mama""s Love Tee Dress",single,1286673116,VCIFR008,Frock,Vyla,4390,3200,pcs,19,0,,,,,,,,
443,,Bloom Shirt Kurthi,single,4685865106,VSIK001,Indian Kurthi,Bhavika Life Style,7990,6600,pcs,6,0,,,,,,,,
444,,Love Struck Smock Dress,single,2703473639,VCIFR009,Pregnant Frock,Vyla,4590,3200,pcs,21,0,,,,,,,,
445,,White Floral Embroidary,single,6232787147,VCICR001,Crop Top,Yawen For Her,3890,2200,pcs,5,0,,,,,,,,
446,,Embroider Top,single,4349874810,VCIT001,Top,Yawen For Her,3890,2200,pcs,2,0,,,,,,,,
447,,Long Sleeve Top,single,6714306943,VCIT002,Top,Yawen For Her,3590,2800,pcs,3,0,,,,,,,,
448,,Yellow Velvet Floral V neck,single,0690600282,VSIK012,Indian Kurthi,P-640,3200,3200,pcs,5,0,,,,,,,,
449,437,Noir Dot Blouse - XL,variable,8355200817,VCIBL0010-XL,Blouse,KHOKO,3290,2000,pcs,10,0,,XL,VCIBL0010-XL,5717929899,2000,3290,2,1
449,438,Noir Dot Blouse - L,variable,8355200817,VCIBL0010-L,Blouse,KHOKO,3290,2000,pcs,10,0,,L,VCIBL0010-L,8007669670,2000,3290,2,1
449,439,Noir Dot Blouse - M,variable,8355200817,VCIBL0010-M,Blouse,KHOKO,3290,2000,pcs,10,0,,M,VCIBL0010-M,9099315140,2000,3290,3,1
449,440,Noir Dot Blouse - S,variable,8355200817,VCIBL0010-S,Blouse,KHOKO,3290,2000,pcs,10,0,,S,VCIBL0010-S,3462718344,2000,3290,3,1
450,441,Ethereal Mauve - XXL,variable,5288892247,VCIBL014-XXL,Blouse,Yawen For Her,3200,3200,pcs,5,0,,XXL,VCIBL014-XXL,6857031834,3200,3200,0,1
450,442,Ethereal Mauve - XL,variable,5288892247,VCIBL014-XL,Blouse,Yawen For Her,3200,3200,pcs,5,0,,XL,VCIBL014-XL,3158996756,3200,3200,0,1
450,443,Ethereal Mauve - L,variable,5288892247,VCIBL014-L,Blouse,Yawen For Her,3200,3200,pcs,5,0,,L,VCIBL014-L,9379453279,3200,3200,5,1
450,444,Ethereal Mauve - M,variable,5288892247,VCIBL014-M,Blouse,Yawen For Her,3200,3200,pcs,5,0,,M,VCIBL014-M,9329525881,3200,3200,0,1
450,445,Ethereal Mauve - S,variable,5288892247,VCIBL014-S,Blouse,Yawen For Her,3200,3200,pcs,5,0,,S,VCIBL014-S,4005475887,3200,3200,0,1
451,,Willow Patchwork Top,single,9235328858,VCIT003,Top,You See,3690,2200,pcs,4,0,,,,,,,,
452,,Sienna Meadow Blouse,single,4570716082,VCIBL015,Blouse,Yawen For Her,3200,3200,pcs,1,0,,,,,,,,
453,,Long Summer Pants,single,7754398101,VCIP001,Pants,Vyla,2590,2000,pcs,7,0,,,,,,,,
454,,Lavender Tile Blouse #,single,2821410097,VCIBL016,Blouse,Yawen For Her,3490,3200,pcs,4,5,,,,,,,,
455,,Cute Kitty Shorts,single,9623669420,VCIST004,Short,Vyla,1890,1400,pcs,8,0,,,,,,,,
456,,Amber Striped Tee,single,4071132953,VCITS020,T Shirt,Yawen For Her,3200,3200,pcs,6,0,"Green, Blue, Purple",,,,,,,
457,,Deep Violet Blouse,single,8582603195,VCIBL017,Blouse,Yawen For Her,3790,2200,pcs,3,0,,,,,,,,
458,,Olive Blossom Tunic,single,0022937499,VSIK08,Indian Kurthi,Bhavika Life Style,8790,7200,pcs,2,0,,,,,,,,
459,453,Juniper Paisley Dress - XXL,variable,6948925709,VCIFR006-XXL,Frock,Bhavika Life Style,3200,3200,pcs,4,0,,XXL,VCIFR006-XXL,7247004355,3200,3200,0,1
459,454,Juniper Paisley Dress - XL,variable,6948925709,VCIFR006-XL,Frock,Bhavika Life Style,3200,3200,pcs,4,0,,XL,VCIFR006-XL,4396332355,3200,3200,3,1
459,455,Juniper Paisley Dress - L,variable,6948925709,VCIFR006-L,Frock,Bhavika Life Style,3200,3200,pcs,4,0,,L,VCIFR006-L,4926803787,3200,3200,1,1
459,456,Juniper Paisley Dress - M,variable,6948925709,VCIFR006-M,Frock,Bhavika Life Style,3200,3200,pcs,4,0,,M,VCIFR006-M,0863698629,3200,3200,0,1
459,457,Juniper Paisley Dress - S,variable,6948925709,VCIFR006-S,Frock,Bhavika Life Style,3200,3200,pcs,4,0,,S,VCIFR006-S,8760055136,3200,3200,0,1
460,,Magenta Motif Flore Dress,single,7497455418,VCIFR010,Frock,Bhavika Life Style,6990,6200,pcs,9,0,,,,,,,,
461,,Slips - 85 cm,single,8384151816,VCIUG001,Under Garments,RIKHAZ,1190,800,pcs,20,0,,,,,,,,
462,,Slips - 90 cm,single,7649429037,VCIUG002,Under Garments,RIKHAZ,1190,800,pcs,19,0,,,,,,,,
463,,Slips  - 100 cm,single,7986969714,VCIUG003,Under Garments,RIKHAZ,1190,800,pcs,20,0,,,,,,,,
464,,Soft Slips - 85 Size,single,3727466857,VCIUG004,Under Garments,Dark Fantacy,1500,1500,pcs,20,0,,,,,,,,
465,,Soft Slips - 80 size,single,5877642712,VCIUG005,Under Garments,Dark Fantacy,1290,800,pcs,20,0,,,,,,,,
466,,Soft Slips - 100 size,single,1016413555,VCIUG006,Under Garments,Dark Fantacy,1290,800,pcs,20,0,,,,,,,,
467,,Soft Slips - 95 size,single,8268636469,VCIUG007,Under Garments,Dark Fantacy,1290,800,pcs,20,0,,,,,,,,
468,,Soft Slips  - 90 size,single,8447228346,VCIUG008,Under Garments,Dark Fantacy,1290,800,pcs,19,0,,,,,,,,
469,463,Graphic T Shirt - XXL,variable,2464176437,VCITS022-XXL,T Shirt,RIKHAZ,1200,1200,pcs,30,0,,XXL,VCITS022-XXL,3058308006,1200,1200,0,1
469,464,Graphic T Shirt - XL,variable,2464176437,VCITS022-XL,T Shirt,RIKHAZ,1200,1200,pcs,30,0,,XL,VCITS022-XL,1402582906,1200,1200,10,1
469,465,Graphic T Shirt - L,variable,2464176437,VCITS022-L,T Shirt,RIKHAZ,1200,1200,pcs,30,0,,L,VCITS022-L,6622813137,1200,1200,10,1
469,466,Graphic T Shirt - M,variable,2464176437,VCITS022-M,T Shirt,RIKHAZ,1200,1200,pcs,30,0,,M,VCITS022-M,9059824809,1200,1200,10,1
469,467,Graphic T Shirt - S,variable,2464176437,VCITS022-S,T Shirt,RIKHAZ,1200,1200,pcs,30,0,,S,VCITS022-S,9802117559,1200,1200,0,1
470,,Premium Panties,single,7969890349,VCIUG009,Under Garments,Fashion Girl,590,1500,pcs,131,0,,,,,,,,
471,,Inner Wears,single,8433781716,VCIUG010,Under Garments,Play Girl,1190,1000,pcs,38,0,,,,,,,,
472,,Roxie Knit Crop Top,single,0456310593,VCICR002,Crop Top,RIO,3290,2200,pcs,2,0,,,,,,,,
473,,Great Love Tee,single,8694167427,VCITS021,T Shirt,B & B,3190,2500,pcs,6,0,"Purple, green, Brown, Gray, Butter Color",,,,,,,
474,,Bra Slips,single,2150752876,VCIUG011,Under Garments,Sadhana,2690,1500,pcs,60,0,"Purple, Brown, Black, Dark Brown, Dark Green, Blue, Pink, Orange",,,,,,,
475,,Ladies Pyjama Set,single,1701468060,VCINW003,Night Wear,Look Me,3990,3500,pcs,18,0,"Pink, Purple, Maroon, Green, Orange",,,,,,,
476,,Mandarind Coller Blouse,single,4003731620,VLIBL018,laxary,RIO,4290,3200,pcs,6,0,"Orange, Green, Blue, Light Green, Pink",,,,,,,
477,,Rib Printed Pyjama Set,single,9823059499,VCINW004,Night Wear,Creation,2890,1900,pcs,18,0,"Pink, Orange, Brown, White, Blue, Green, Gray, Peach",,,,,,,
478,,Moss Haven Crop Top,single,4309093851,VCICT003,Crop Top,Pink Jasmine,2490,1900,pcs,2,0,"Brown, Gray, Butter Color, Green",,,,,,,
479,,Pajam Bottom Long Pant,single,4305423182,VCINW005,Night Wear,Angel,1890,1200,pcs,15,0,,,,,,,,
480,,Thirupathi H.T.Allower Jacket PC,single,0723701481,VSIJP001,Saree Jacket PC,H.T.ALLOVER,1490,980,pcs,11,0,"Green, Orange, Purple, Blue, Pink, Cream, Light Green, Black",,,,,,,
481,,Thirupathi Mono Work,single,4817128260,VSIJP002,Saree Jacket PC,Mono Work,1390,1000,pcs,11,0,"Light Green, Brown, Green, Purple, Pink, Cream",,,,,,,
482,,Nethra Silk Mils Jacket Pies,single,6671004445,VSIJP003,Saree Jacket PC,Vyla,890,500,pcs,200,0,,,,,,,,
483,,Gogad Katreena Jacket PC,single,3587926294,VSIJP004,Saree Jacket PC,Katreena,1190,800,pcs,10,0,,,,,,,,
484,,Gogad Jamun Jacket PC,single,9261057159,VSIJP005,Saree Jacket PC,Jamuna,2000,2000,pcs,10,0,,,,,,,,
485,,Gogad Neha Jacket PC,single,0273273686,VSIJP006,Saree Jacket PC,NEHA,1090,1200,pcs,10,0,,,,,,,,
486,,Skin Soft Cotton Under Slips,single,6058411838,VCIUG012,Under Garments,Diya Slips,1490,800,pcs,99,0,Chandru,,,,,,,
487,,Shreejee Waxbotiq Jacket PC,single,8410689653,VSIJP007,Saree Jacket PC,Shreejee Prints,1090,800,pcs,15,0,,,,,,,,
488,,Thirupathi Soft Look Jacket PC,single,5112819479,VSIJP008,Saree Jacket PC,Soft Look,990,500,pcs,11,0,,,,,,,,
489,,Angela Bra,single,7205687554,VCIUG013,Under Garments,Simply Beautiful,1990,800,pcs,149,0,,,,,,,,
490,,Swinecase Jacket PC,single,7865964824,VSIJP009,Saree Jacket PC,Bavan,1290,800,pcs,20,0,,,,,,,,
491,,Butter Cotton Jacket PC,single,6934858692,VSIJP010,Saree Jacket PC,Shreejee Prints,1190,800,pcs,59,0,,,,,,,,
492,,Exclusive Fancy Blouse Jacket PC,single,7276184049,VSIJP011,Saree Jacket PC,Vyla,1490,900,pcs,9,0,,,,,,,,
493,,Fiona Cotton Jacket Pies,single,1324582520,VSIJP012,Saree Jacket PC,Adhithya,1090,800,pcs,25,0,"Pink, Black, Green, Merune, Blue, Red",,,,,,,
494,,MM Mayuri Jacket PC,single,9199417733,VSIJP013,Saree Jacket PC,Mayuri,500,500,pcs,25,0,,,,,,,,
495,,Havana Jacket PC,single,5000162891,VSIJP014,Saree Jacket PC,Vyla,500,500,pcs,10,0,Cream Colour,,,,,,,
496,,Satin Cotton Jacket Pies,single,2096558892,VSIJP015,Saree Jacket PC,Adhithya,1090,800,pcs,24,0,Black,,,,,,,
497,,Bhavna Far,single,9744364912,VSIJP016,Saree Jacket PC,Far Net,1390,900,pcs,10,0,"Black, Purple, Green, Red, Pink",,,,,,,
498,,Banjara Dark Jacket Pies,single,8451625711,VSIJP017,Saree Jacket PC,Vyla,1290,800,pcs,10,0,"Pink, Green, Yellow, Black, Red, Cream, Purple, Orange, Blue ",,,,,,,
500,536,Wide Leg 6 Pocket Ladies Jean LIG BLU - XXL,variable,4863435218,VCILJ001-36,Ladies Jeans,24Carat,500,500,pcs,30,0,,XXL,VCILJ001-36,3570750033,500,500,5,1
500,537,Wide Leg 6 Pocket Ladies Jean LIG BLU - XL,variable,4863435218,VCILJ001-34,Ladies Jeans,24Carat,500,500,pcs,30,0,,XL,VCILJ001-34,8185943492,500,500,7,1
500,538,Wide Leg 6 Pocket Ladies Jean LIG BLU - L,variable,4863435218,VCILJ001-32,Ladies Jeans,24Carat,500,500,pcs,30,0,,L,VCILJ001-32,3051715413,500,500,6,1
500,539,Wide Leg 6 Pocket Ladies Jean LIG BLU - M,variable,4863435218,VCILJ001-30,Ladies Jeans,24Carat,500,500,pcs,30,0,,M,VCILJ001-30,6200550014,500,500,6,1
500,540,Wide Leg 6 Pocket Ladies Jean LIG BLU - S,variable,4863435218,VCILJ001-28,Ladies Jeans,24Carat,500,500,pcs,30,0,,S,VCILJ001-28,0975309752,500,500,6,1
501,,Haven Cotton Jacket Pies,single,9752089144,VSIJP018,Saree Jacket PC,Vyla,1090,800,pcs,8,0,,,,,,,,
502,541,Wide Leg Blue 6 Pockets Ladies Jean - XXL,variable,6857346262,VCILJ002-36,Ladies Jeans,24Carat,500,500,pcs,31,0,,XXL,VCILJ002-36,9645554590,500,500,6,1
502,542,Wide Leg Blue 6 Pockets Ladies Jean - XL,variable,6857346262,VCILJ002-34,Ladies Jeans,24Carat,500,500,pcs,31,0,,XL,VCILJ002-34,7049150689,500,500,7,1
502,543,Wide Leg Blue 6 Pockets Ladies Jean - L,variable,6857346262,VCILJ002-32,Ladies Jeans,24Carat,500,500,pcs,31,0,,L,VCILJ002-32,2792922870,500,500,6,1
502,544,Wide Leg Blue 6 Pockets Ladies Jean - M,variable,6857346262,VCILJ002-30,Ladies Jeans,24Carat,500,500,pcs,31,0,,M,VCILJ002-30,0214915339,500,500,6,1
502,545,Wide Leg Blue 6 Pockets Ladies Jean - S,variable,6857346262,VCILJ002-28,Ladies Jeans,24Carat,500,500,pcs,31,0,,S,VCILJ002-28,7870626743,500,500,6,1
503,,Lapet Print Jacket Pies,single,7107785248,VSIJP019,Saree Jacket PC,Vyla,500,500,pcs,10,0,,,,,,,,
505,,Bhavna Swasticprt Jacket Pies,single,2222393308,VSIJP020,Saree Jacket PC,Vyla,500,500,pcs,10,0,"Green, Purple, Pink",,,,,,,
508,,Gassed Yarn Wash & Wear Jacket PC,single,6316155900,VSIJP021,Saree Jacket PC,Vyla,1090,700,pcs,197,0,"Chandru
Red, Purple, Pink, Green, Light Green, Gray, Brown, Yellow, Light Blue, Peach",,,,,,,
510,,Exclusive Fancy Blouse Pies,single,4773193755,VSIJP022,Saree Jacket PC,EKKAT,990,800,pcs,11,0,,,,,,,,
511,,Light Blue Box Leg Pant,single,2742082294,VCBBP001,Box Pants,24Carat,4690,3690,pcs,21,0,,,,,,,,
512,,Dark Blue Box Leg Pant,single,8737061265,VCBBP002,Box Pants,24Carat,5890,3890,pcs,27,0,,,,,,,,
513,,Dark Gray Box Leg Pant,single,1536978246,VCBBP003,Box Pants,24Carat,5890,3890,pcs,25,0,,,,,,,,
516,,Light Gray Box Leg Pant *,single,2356997560,VCBBP005,Box Pants,24Carat,4690,3690,pcs,10,0,1 pec damage **,,,,,,,
517,,Box Long Pants OFF WHI *,single,5600901769,VCBLJ002,Ladies Jeans,24Carat,4190,3190,pcs,9,0,1 pec damage ** color path,,,,,,,
518,,Blue Box Leg Pant,single,4251203569,VCBBP006,Box Pants,24Carat,5890,3890,pcs,13,0,,,,,,,,
521,,Light Green Box Leg Pant *,single,8079514814,VCBBP008,Box Pants,24Carat,4690,3690,pcs,15,0,"1 pec damage **
",,,,,,,
526,,Wide Leg Pant Black #,single,3191824829,VCBLJ010,Ladies Jeans,24Carat,5890,4990,pcs,23,0,,,,,,,,
527,645,Wide Leg Pant Grey - XXL,variable,3056890629,VCBLJ011-36,Ladies Jeans,24Carat,6990,4990,pcs,19,0,,XXL,VCBLJ011-36,5267815804,4990,6990,3,1
527,646,Wide Leg Pant Grey - XL,variable,3056890629,VCBLJ011-34,Ladies Jeans,24Carat,6990,4990,pcs,19,0,,XL,VCBLJ011-34,0599646375,4990,6990,3,1
527,647,Wide Leg Pant Grey - L,variable,3056890629,VCBLJ011-32,Ladies Jeans,24Carat,6990,4990,pcs,19,0,,L,VCBLJ011-32,6020980349,4990,6990,4,1
527,648,Wide Leg Pant Grey - M,variable,3056890629,VCBLJ011-30,Ladies Jeans,24Carat,6990,4990,pcs,19,0,,M,VCBLJ011-30,3574768197,4990,6990,5,1
527,649,Wide Leg Pant Grey - S,variable,3056890629,VCBLJ011-28,Ladies Jeans,24Carat,6990,4990,pcs,19,0,,S,VCBLJ011-28,8850002245,4990,6990,4,1
528,,Blue Wide Leg 6 Pocket,single,7700259930,VCBLJ012,Ladies Jeans,24Carat,6890,4890,pcs,31,0,,,,,,,,
529,655,Dark Blue Wide Leg 6 Pocket ** - XXL,variable,3289325705,VCBLJ013-36,Ladies Jeans,24Carat,6890,4890,pcs,30,0,"Colour pach 2 pec *
27 damage ..",XXL,VCBLJ013-36,1585841433,4890,6890,6,1
529,656,Dark Blue Wide Leg 6 Pocket ** - XL,variable,3289325705,VCBLJ013-34,Ladies Jeans,24Carat,6890,4890,pcs,30,0,"Colour pach 2 pec *
27 damage ..",XL,VCBLJ013-34,0906217804,4890,6890,6,1
529,657,Dark Blue Wide Leg 6 Pocket ** - L,variable,3289325705,VCBLJ013-32,Ladies Jeans,24Carat,6890,4890,pcs,30,0,"Colour pach 2 pec *
27 damage ..",L,VCBLJ013-32,0401871976,4890,6890,6,1
529,658,Dark Blue Wide Leg 6 Pocket ** - M,variable,3289325705,VCBLJ013-30,Ladies Jeans,24Carat,6890,4890,pcs,30,0,"Colour pach 2 pec *
27 damage ..",M,VCBLJ013-30,7218863417,4890,6890,6,1
529,659,Dark Blue Wide Leg 6 Pocket ** - S,variable,3289325705,VCBLJ013-28,Ladies Jeans,24Carat,6890,4890,pcs,30,0,"Colour pach 2 pec *
27 damage ..",S,VCBLJ013-28,4181953867,4890,6890,6,1
530,,Black Wide Leg 6 Pocket,single,2312502275,VCBLJ014,Ladies Jeans,24Carat,6890,4890,pcs,30,0,,,,,,,,
531,,Grey Wide Leg 6 Pocket,single,0857837704,VCBLJ015,Ladies Jeans,24Carat,6890,4890,pcs,30,0,,,,,,,,
532,,Embroider Denim Jacket M,single,3212325331,VLBJ001,Jacket,Vyla,4890,3500,pcs,6,0,,,,,,,,
533,,Embroider Denim Jacket L,single,9235167939,VLBJ002,laxary,Vyla,5490,4000,pcs,7,0,,,,,,,,
534,672,Floral Long Sleeve Denim Jacket - XL,variable,8378020382,VLBJ003-XL,Jacket,Vyla,5890,4200,pcs,5,0,S - 1 pcs Damage,XL,VLBJ003-XL,6664901565,4200,5890,4,1
534,673,Floral Long Sleeve Denim Jacket - S,variable,8378020382,VLBJ003-S,Jacket,Vyla,5890,4200,pcs,5,0,S - 1 pcs Damage,S,VLBJ003-S,6392108349,4200,5890,1,1
535,674,Embroidered Western Shirt - L,variable,0440434685,VLBJ004-L,Jacket,Vyla,5990,4500,pcs,10,0,,L,VLBJ004-L,7848426821,4500,5990,6,1
